idx,angdist_arcsec,qso_name,qso_type,qso_ra,qso_dec,qso_z
19975,170.260255,SDSS J091454.84+291405.3,Q,138.728505,29.2348488,1.1979999542236328
9078,125.234482,SDSS J020836.12+291159.3,Q,32.1505231,29.1998332,1.4470000267028809
9078,159.503366,SDSS J020831.64+291637.9,Q,32.1318627,29.2772163,1.600000023841858
19976,55.32179,J121925.62+054821.8,X,184.8567778,5.8060556,
19976,58.462206,J121921.34+054833.6,X,184.8389167,5.8093334,
19976,68.307665,J121921.27+054844.0,X,184.8386389,5.8122223,
19976,146.253945,J121931.78+054633.6,X,184.8824416,5.7760253,1.5
19976,171.241283,SDSS J121911.65+054728.7,QX,184.7985594,5.7913066,2.365000009536743
9080,143.586408,3HSPJ023237.5+313128,BRX,38.1563885,31.5244659,0.5
9081,164.92215,WISEA J025450.47+411610.1,q,43.7103363,41.2693959,1.0
9082,119.6198,WISEA J103105.16+724638.2,q,157.771687,72.7772396,0.20000000298023224
9083,82.634875,SDSS J121504.29+343648.1,Q,183.7678925,34.6133736,2.627000093460083
19983,2.088939,UGC 12318,N,345.5332223,25.6691945,0.03200000151991844
9087,77.815193,WISEA J002111.93+271148.4,q,5.2997416,27.1967896,2.0
9087,120.120575,SDSS J002102.36+271117.2,Q,5.2598078,27.1881016,1.8650000095367432
9087,129.713857,SDSS J002106.48+271456.0,Q,5.2770137,27.2488857,2.880000114440918
19987,59.558754,J024643.83+211238.7,R,41.682637,21.2107637,
