idx,angdist_arcsec,qso_name,qso_type,qso_z,qso_xname,qso_rname
9201,163.381278,WISEA J213903.25-221333.0,q,1.399999976158142,,
9204,179.979084,2QZ J022817.1-314956,Q,2.128000020980835,,
9208,0.152749,NGC 4282,N,0.003000000026077032,,
9209,69.377299,SDSS J135048.30+394304.6,Q,2.328000068664551,,
9209,173.562745,SDSS J135039.12+393938.1,Q,2.739000082015991,,
9218,133.429906,WISEA J192336.65-285816.4,q,1.2999999523162842,,
9218,138.902469,J192334.11-285752.1,2,1.399999976158142,,
9218,152.45436,J192333.52-285804.2,2,1.399999976158142,,
9221,125.380374,SDSS J045841.02-003358.6,qX,0.30000001192092896,4XMM J045841.0-003358,
9223,82.645716,WISEA J105221.93+103153.2,qX,0.20000000298023224,4XMM J105221.8+103154,
9223,120.974956,SDSS J105232.67+103400.5,qX,2.0999999046325684,4XMM J105232.5+103402,
9224,98.073808,SDSS J115846.66+272845.5,qX,0.5,2SXPS J115846.7+272841,
9229,113.027219,2QZ J024932.9-303255,Q,1.4329999685287476,,
9237,32.908669,WISEA J110648.65+284325.8,q,0.6000000238418579,,
9237,160.070966,SDSS J110649.71+284036.0,Q,3.815000057220459,,
9239,99.225088,WISEA J140550.46-151829.5,q,0.10000000149011612,,
9248,0.212091,MCG 11-20-016,AX,0.02500000037252903,2SXPS J162948.1+672241,
9249,114.118553,J204520.03-053023.8,X,,2SXPS J204520.1-053024,
9252,0.198983,UGC 12138,ARX,0.02500000037252903,CXOG J224017.0+080313,VL0J224017.06+080313.5
9252,80.285569,J224013.36+080411.9,X,,CXOG J224013.3+080411,
9255,97.112071,SDSS J084855.47+410136.2,Q,2.86899995803833,,
9255,161.563174,SDSS J084854.52+405740.6,Q,0.4090000092983246,,
9260,32.890104,WISEA J232803.74+183222.8,q,0.30000001192092896,,
9261,32.566395,J234146.99-012034.8,X,2.4000000953674316,2SXPS J234146.9-012034,
9269,101.996426,SDSS J233836.93+271206.1,QX,1.7829999923706055,CXO J233836.9+271204,
9269,116.34296,J233837.28+271135.6,X,2.0999999046325684,2RXP J233838.0+271140,
9269,118.760402,SDSS J233834.76+271306.2,QX,0.9229999780654907,4XMM J233834.8+271306,
9269,143.337822,SDSS J233848.97+271051.2,QX,0.48399999737739563,CXOX J233848.9+271050,
9273,129.625213,WISEA J094148.96+112650.0,q,2.200000047683716,,
9277,53.6423,J220144.62-020532.3,R,2.299999952316284,,VL0J220144.62-020532.3
9278,120.817831,SDSS J232813.65+322151.7,Q,1.3070000410079956,,
9284,106.7896,J125800.81+281559.9,X,,CXO J125800.8+281559,
9284,130.570326,J125814.42+281530.7,X,,CXOG J125814.4+281530,
9284,143.626165,SDSS J125816.22+281406.7,QX,0.9919999837875366,CXOG J125816.2+281406,
9284,145.712118,J125808.43+281654.0,X,,CXOG J125808.4+281654,
9284,164.31448,SDSS J125809.57+281708.8,qX,2.0,CXOG J125809.5+281708,
9285,107.720492,SDSS J131103.33+434230.5,Q,1.9579999446868896,,
9285,157.094922,SDSS J131125.63+434314.2,Q,1.8389999866485596,,
9286,56.65405,WISEA J141020.49+483307.7,qR,1.0,,VL0J141020.51+483307.8
9289,144.947911,J203014.66-151146.1,R,,,VL0J203014.72-151146.7
9292,0.11011,MCG -2-03-061,N,0.017999999225139618,,
9293,53.062759,J011248.96-613902.4,X,,4XMM J011249.1-613901,
9295,116.815819,WISEA J120624.01-442458.1,q,0.10000000149011612,,
9297,141.866594,WISEA J162550.43+163212.6,q,1.2000000476837158,,
9297,170.175213,SDSS J162542.20+163225.5,Q,1.5829999446868896,,
9299,132.167313,SDSS J223953.23+105934.2,Q,2.369999885559082,,
9302,155.676956,J024521.03+421059.9,X,0.30000001192092896,2SXPS J024521.0+421058,
9303,120.448384,WISEA J031855.40-130511.7,q,1.100000023841858,,
9303,139.356824,WISEA J031859.26-130338.2,q,0.5,,
9304,108.983379,SDSS J120851.68+414609.4,Q,1.3359999656677246,,
9306,16.464029,J142849.70+260139.7,X,,4XMM J142849.6+260141,
9308,0.294218,MCG 4-37-003,N,0.023000000044703484,,
9311,129.53321,SDSS J104510.31+555616.8,QX,0.7289999723434448,CXOG J104510.3+555616,
9311,156.372253,SDSS J104538.68+555622.0,QX,0.8870000243186951,CXOG J104538.6+555622,
9313,160.962763,SDSS J142257.67+375807.4,Q,3.184000015258789,,
9327,108.06937,SDSS J004854.62+281221.4,Q,1.371000051498413,,
9327,169.697706,SDSS J004904.53+281018.3,Q,1.9850000143051147,,
9328,114.121339,SDSS J020031.40+210710.1,Q,1.3109999895095825,,
9336,121.34618,WISEA J145400.54+730553.1,q,2.4000000953674316,,
9342,120.219923,WISEA J014029.85-333852.0,q,1.100000023841858,,
9342,122.786195,WISEA J014027.73-333605.2,q,0.6000000238418579,,
9342,162.127132,WISEA J014034.91-333958.6,q,2.200000047683716,,
9344,141.071317,2QZ J025231.0-315027,QX,2.203000068664551,2SXPS J025230.8-315031,
9344,172.519807,2QZ J025216.6-314626,QX,1.1790000200271606,2SXPS J025216.5-314626,
9349,75.79695,WISEA J141852.85+052815.2,q,2.5999999046325684,,
9349,141.038432,SDSS J141847.55+052835.2,N,0.17900000512599945,,
9349,158.231006,WISEA J141844.31+052725.2,qX,1.7999999523162842,2SXPS J141844.6+052724,
9354,0.202834,MCG -01.05.031,NRX,0.017999999225139618,4XMM J014525.4-034938,FIRST J014525.5-034937
9354,24.082939,J014526.26-034958.5,X,,2RXS J014526.5-034943,
9354,158.494592,SDSS J014525.43-035216.2,QX,1.4559999704360962,4XMM J014525.3-035216,
9354,164.886464,SDSS J014531.16-034716.6,QX,1.9520000219345093,2XMMi J014531.1-034716,
9354,170.97637,SDSS J014533.26-034732.8,qX,1.100000023841858,4XMM J014533.2-034732,
9362,44.678052,SDSS J130530.94+534023.4,QX,2.7339999675750732,CXOG J130530.9+534023,
9362,105.022529,J130532.52+534251.8,R,,,VL0J130532.56+534251.5
9362,112.136347,J130532.58+534258.9,X,,4XMM J130532.7+534258,
9363,104.259326,WISEA J131919.69-151104.4,q,0.20000000298023224,,
9367,173.201665,SDSS J013355.51-010651.4,Q,1.1619999408721924,,
9369,118.531537,SDSS J084020.84+522624.4,A,0.4880000054836273,,
9370,157.728224,SDSS J091914.73+201206.9,Q,2.569999933242798,,
9371,145.363878,SDSS J091945.96+272906.5,qX,1.600000023841858,2SXPS J091946.1+272908,
9385,105.024224,J025515.16+092134.9,X,0.30000001192092896,2XMM J025514.9+092133,
9385,107.966876,J025503.63+092036.0,X,0.30000001192092896,4XMM J025503.7+092039,
9390,0.188025,IC 4381,ARX,0.03099999949336052,2SXPS J141057.5+252956,FIRST J141057.2+252949
